time,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,cloud_cover
2017-02-09 00:00:00,-1.8,0.0,7.3,93,6
2017-02-09 01:00:00,1.1,0.0,7.6,88,21
2017-02-09 02:00:00,1.9,0.0,9.8,84,93
2017-02-09 03:00:00,1.7,0.0,10.1,85,89
2017-02-09 04:00:00,1.6,0.0,10.4,84,99
2017-02-09 05:00:00,1.6,0.0,9.7,83,91
2017-02-09 06:00:00,1.4,0.0,10.7,83,97
2017-02-09 07:00:00,1.2,0.0,11.8,82,92
2017-02-09 08:00:00,1.3,0.0,11.7,81,100
2017-02-09 09:00:00,1.4,0.0,12.7,80,95
2017-02-09 10:00:00,2.0,0.0,13.8,77,94
2017-02-09 11:00:00,2.3,0.0,15.6,77,83
2017-02-09 12:00:00,3.0,0.0,17.7,73,94
2017-02-09 13:00:00,3.0,0.0,17.9,72,100
2017-02-09 14:00:00,3.0,0.0,17.4,71,93
2017-02-09 15:00:00,3.0,0.0,18.1,73,91
2017-02-09 16:00:00,3.0,0.0,18.1,73,99
2017-02-09 17:00:00,2.6,0.0,17.8,77,95
2017-02-09 18:00:00,2.1,0.0,14.6,80,99
2017-02-09 19:00:00,2.0,0.0,15.1,81,98
2017-02-09 20:00:00,1.5,0.0,15.4,84,93
2017-02-09 21:00:00,1.4,0.0,15.5,84,99
2017-02-09 22:00:00,1.4,0.0,13.4,85,96
2017-02-09 23:00:00,1.7,0.0,13.9,84,93
2017-02-10 00:00:00,1.6,0.0,13.3,85,100
2017-02-10 01:00:00,1.6,0.0,13.2,87,94
2017-02-10 02:00:00,1.6,0.0,13.0,88,99
2017-02-10 03:00:00,1.9,0.0,12.5,88,100
2017-02-10 04:00:00,1.9,0.0,13.2,88,96
2017-02-10 05:00:00,1.9,0.0,14.3,88,100
2017-02-10 06:00:00,1.9,0.0,15.8,87,99
2017-02-10 07:00:00,1.8,0.0,16.4,86,97
2017-02-10 08:00:00,1.6,0.0,14.3,86,96
2017-02-10 09:00:00,1.5,0.0,15.0,85,91
2017-02-10 10:00:00,1.5,0.0,15.3,84,77
2017-02-10 11:00:00,2.4,0.0,18.7,77,96
2017-02-10 12:00:00,2.6,0.0,16.7,79,96
2017-02-10 13:00:00,3.0,0.0,18.6,76,92
2017-02-10 14:00:00,2.7,0.1,16.9,80,80
2017-02-10 15:00:00,2.5,0.2,16.7,81,97
2017-02-10 16:00:00,2.4,0.0,15.2,80,90
2017-02-10 17:00:00,2.2,0.0,14.1,77,92
2017-02-10 18:00:00,1.4,0.0,12.0,79,83
2017-02-10 19:00:00,0.8,0.0,7.1,79,14
2017-02-10 20:00:00,-0.8,0.0,8.9,85,42
2017-02-10 21:00:00,-0.9,0.0,12.1,89,0
2017-02-10 22:00:00,-1.4,0.0,13.7,91,25
2017-02-10 23:00:00,-1.2,0.0,14.8,91,89
2017-02-11 00:00:00,-0.6,0.0,16.2,88,100
2017-02-11 01:00:00,0.3,0.0,14.8,89,97
2017-02-11 02:00:00,0.8,0.0,15.6,89,97
2017-02-11 03:00:00,0.9,0.1,15.6,89,99
2017-02-11 04:00:00,0.9,0.1,15.0,89,100
2017-02-11 05:00:00,0.9,0.1,14.0,91,98
2017-02-11 06:00:00,0.8,0.1,14.2,92,100
2017-02-11 07:00:00,0.5,0.0,14.5,89,99
2017-02-11 08:00:00,0.1,0.0,14.6,88,99
2017-02-11 09:00:00,0.0,0.0,15.1,86,99
2017-02-11 10:00:00,0.6,0.0,14.0,82,93
2017-02-11 11:00:00,1.7,0.0,19.3,76,97
2017-02-11 12:00:00,2.3,0.0,19.7,76,98
2017-02-11 13:00:00,2.2,0.0,17.6,81,99
2017-02-11 14:00:00,2.8,0.1,18.9,78,78
2017-02-11 15:00:00,3.4,0.2,19.9,73,76
2017-02-11 16:00:00,3.6,0.1,17.1,69,82
2017-02-11 17:00:00,3.4,0.0,16.0,72,53
2017-02-11 18:00:00,2.3,0.0,10.8,75,94
2017-02-11 19:00:00,1.7,0.0,10.5,80,99
2017-02-11 20:00:00,1.6,0.1,14.2,83,100
2017-02-11 21:00:00,2.1,0.0,16.8,82,99
2017-02-11 22:00:00,2.2,0.0,17.6,83,100
2017-02-11 23:00:00,2.0,0.1,17.6,87,100
2017-02-12 00:00:00,1.5,0.2,17.1,93,99
2017-02-12 01:00:00,1.7,0.0,15.5,94,100
2017-02-12 02:00:00,1.8,0.0,16.4,92,99
2017-02-12 03:00:00,2.0,0.0,16.9,91,100
2017-02-12 04:00:00,2.2,0.0,18.8,92,100
2017-02-12 05:00:00,2.0,0.1,16.6,93,100
2017-02-12 06:00:00,1.7,0.1,19.4,93,100
2017-02-12 07:00:00,1.5,0.0,18.7,91,94
2017-02-12 08:00:00,0.8,0.0,16.5,92,99
2017-02-12 09:00:00,1.1,0.0,16.9,92,100
2017-02-12 10:00:00,1.6,0.0,18.4,90,100
2017-02-12 11:00:00,2.2,0.0,16.0,89,97
2017-02-12 12:00:00,4.2,0.0,17.7,77,84
2017-02-12 13:00:00,3.8,0.1,17.2,79,87
2017-02-12 14:00:00,4.6,0.1,22.7,76,100
2017-02-12 15:00:00,4.2,0.1,22.7,79,94
2017-02-12 16:00:00,4.0,0.0,23.5,75,100
2017-02-12 17:00:00,3.8,0.0,21.0,78,48
2017-02-12 18:00:00,3.4,0.0,17.2,80,83
2017-02-12 19:00:00,3.5,0.0,19.7,86,100
2017-02-12 20:00:00,4.4,0.0,21.4,90,100
2017-02-12 21:00:00,4.9,0.0,20.6,91,100
2017-02-12 22:00:00,5.4,0.0,21.5,90,100
2017-02-12 23:00:00,5.2,0.0,21.7,92,53
2017-02-13 00:00:00,4.8,0.0,22.3,93,33
2017-02-13 01:00:00,4.8,0.0,22.2,92,15
2017-02-13 02:00:00,4.6,0.0,21.7,92,26
2017-02-13 03:00:00,4.3,0.0,22.6,92,4
2017-02-13 04:00:00,4.1,0.0,23.6,92,6
2017-02-13 05:00:00,3.9,0.0,23.7,90,42
2017-02-13 06:00:00,3.8,0.0,23.9,90,59
2017-02-13 07:00:00,3.6,0.0,24.6,89,2
2017-02-13 08:00:00,3.4,0.0,24.9,89,0
2017-02-13 09:00:00,3.7,0.0,24.3,87,1
2017-02-13 10:00:00,4.9,0.0,25.1,83,2
2017-02-13 11:00:00,6.2,0.0,28.4,77,15
2017-02-13 12:00:00,7.2,0.0,28.3,72,81
2017-02-13 13:00:00,7.6,0.0,27.0,72,72
2017-02-13 14:00:00,7.9,0.0,28.2,70,3
2017-02-13 15:00:00,7.8,0.0,28.4,71,5
2017-02-13 16:00:00,7.1,0.0,30.0,74,3
2017-02-13 17:00:00,6.0,0.0,28.1,79,12
2017-02-13 18:00:00,4.9,0.0,25.1,83,8
2017-02-13 19:00:00,4.6,0.0,23.6,84,1
2017-02-13 20:00:00,4.8,0.0,23.5,83,1
2017-02-13 21:00:00,4.8,0.0,20.9,84,0
2017-02-13 22:00:00,4.7,0.0,19.6,84,0
2017-02-13 23:00:00,4.4,0.0,19.5,84,0
2017-02-14 00:00:00,3.9,0.0,15.5,85,0
2017-02-14 01:00:00,3.5,0.0,15.5,86,0
2017-02-14 02:00:00,3.2,0.0,16.8,85,2
2017-02-14 03:00:00,2.6,0.0,14.1,86,0
2017-02-14 04:00:00,2.2,0.0,14.1,87,0
2017-02-14 05:00:00,2.0,0.0,14.1,87,0
2017-02-14 06:00:00,1.6,0.0,12.6,88,0
2017-02-14 07:00:00,1.4,0.0,12.6,88,5
2017-02-14 08:00:00,1.3,0.0,11.9,89,0
2017-02-14 09:00:00,2.0,0.0,10.9,88,13
2017-02-14 10:00:00,4.3,0.0,12.1,80,1
2017-02-14 11:00:00,7.1,0.0,12.9,74,85
2017-02-14 12:00:00,8.9,0.0,13.9,71,93
2017-02-14 13:00:00,10.0,0.0,13.3,75,99
2017-02-14 14:00:00,11.3,0.0,14.6,72,32
2017-02-14 15:00:00,11.6,0.0,14.4,70,58
2017-02-14 16:00:00,11.1,0.0,14.3,73,75
2017-02-14 17:00:00,10.4,0.0,12.0,77,84
2017-02-14 18:00:00,9.9,0.0,11.0,78,96
2017-02-14 19:00:00,9.1,0.0,10.2,82,98
2017-02-14 20:00:00,8.2,0.0,9.2,86,92
2017-02-14 21:00:00,7.6,0.0,8.9,88,93
2017-02-14 22:00:00,8.4,0.0,10.1,88,99
2017-02-14 23:00:00,9.0,0.0,9.8,87,52
2017-02-15 00:00:00,7.2,0.0,8.7,93,52
2017-02-15 01:00:00,8.4,0.0,9.3,92,100
2017-02-15 02:00:00,8.4,0.0,10.2,93,56
2017-02-15 03:00:00,6.9,0.0,8.6,96,24
2017-02-15 04:00:00,5.1,0.0,12.2,98,0
2017-02-15 05:00:00,4.9,0.0,12.3,98,5
2017-02-15 06:00:00,4.9,0.0,10.5,98,28
2017-02-15 07:00:00,4.9,0.5,10.1,97,98
2017-02-15 08:00:00,5.3,0.3,9.2,97,67
2017-02-15 09:00:00,6.8,0.0,7.4,97,62
2017-02-15 10:00:00,8.6,0.0,8.2,95,71
2017-02-15 11:00:00,10.9,0.0,19.2,87,89
2017-02-15 12:00:00,11.5,0.0,19.5,85,93
2017-02-15 13:00:00,11.9,0.4,19.9,82,100
2017-02-15 14:00:00,11.6,0.1,18.4,83,100
2017-02-15 15:00:00,10.9,0.1,19.2,86,100
2017-02-15 16:00:00,9.6,0.2,21.7,90,89
2017-02-15 17:00:00,9.4,0.2,18.8,87,75
2017-02-15 18:00:00,8.8,0.3,20.9,89,89
2017-02-15 19:00:00,8.6,0.1,18.6,91,31
2017-02-15 20:00:00,7.4,0.0,15.3,93,26
2017-02-15 21:00:00,7.1,0.0,15.3,94,13
2017-02-15 22:00:00,7.0,0.0,14.3,94,13
2017-02-15 23:00:00,6.6,0.0,12.7,94,49
2017-02-16 00:00:00,6.2,0.0,11.7,95,1
2017-02-16 01:00:00,6.2,0.0,12.5,95,10
2017-02-16 02:00:00,6.4,0.0,13.2,94,90
2017-02-16 03:00:00,6.2,0.0,12.3,94,11
2017-02-16 04:00:00,5.8,0.0,12.5,94,15
2017-02-16 05:00:00,5.4,0.0,11.7,95,29
2017-02-16 06:00:00,4.9,0.0,11.5,95,5
2017-02-16 07:00:00,4.4,0.0,10.2,96,11
2017-02-16 08:00:00,4.1,0.0,10.2,96,7
2017-02-16 09:00:00,4.7,0.0,11.6,95,4
2017-02-16 10:00:00,6.3,0.0,13.4,92,5
2017-02-16 11:00:00,7.9,0.0,13.4,87,17
2017-02-16 12:00:00,9.4,0.0,14.0,82,23
2017-02-16 13:00:00,9.7,0.0,17.2,77,63
2017-02-16 14:00:00,10.4,0.0,17.2,70,44
2017-02-16 15:00:00,10.9,0.0,16.3,67,53
2017-02-16 16:00:00,11.0,0.0,18.7,63,67
2017-02-16 17:00:00,10.3,0.0,14.6,69,81
2017-02-16 18:00:00,9.1,0.0,11.9,74,71
2017-02-16 19:00:00,7.4,0.0,9.9,82,88
2017-02-16 20:00:00,7.4,0.5,10.5,81,91
2017-02-16 21:00:00,6.8,0.0,10.5,84,90
2017-02-16 22:00:00,6.4,0.0,11.6,87,99
2017-02-16 23:00:00,6.6,0.0,12.7,89,100
2017-02-17 00:00:00,6.8,0.0,12.8,91,99
2017-02-17 01:00:00,6.7,0.1,13.6,91,100
2017-02-17 02:00:00,7.2,0.0,13.9,90,78
2017-02-17 03:00:00,6.6,0.0,11.2,93,66
2017-02-17 04:00:00,6.5,0.0,10.5,93,23
2017-02-17 05:00:00,5.2,0.0,9.3,96,77
2017-02-17 06:00:00,5.8,0.0,9.8,95,92
2017-02-17 07:00:00,5.9,0.0,10.2,96,84
2017-02-17 08:00:00,5.6,0.0,8.8,96,90
2017-02-17 09:00:00,5.8,0.0,9.9,95,97
2017-02-17 10:00:00,6.9,0.0,10.5,92,99
2017-02-17 11:00:00,7.7,0.0,13.0,87,98
2017-02-17 12:00:00,8.6,0.0,10.8,82,87
2017-02-17 13:00:00,10.3,0.0,8.5,77,92
2017-02-17 14:00:00,10.9,0.0,8.2,74,72
2017-02-17 15:00:00,11.1,0.0,7.9,72,55
2017-02-17 16:00:00,11.2,0.0,6.7,69,43
2017-02-17 17:00:00,10.9,0.0,3.8,72,33
2017-02-17 18:00:00,10.8,0.0,3.7,69,50
2017-02-17 19:00:00,7.5,0.0,7.3,83,55
2017-02-17 20:00:00,6.4,0.0,7.4,90,39
2017-02-17 21:00:00,6.0,0.0,7.6,93,41
2017-02-17 22:00:00,5.3,0.0,6.9,95,38
2017-02-17 23:00:00,4.0,0.0,8.2,97,24
2017-02-18 00:00:00,3.5,0.0,8.2,98,10
2017-02-18 01:00:00,4.0,0.0,7.5,97,8
2017-02-18 02:00:00,3.8,0.0,6.8,98,33
2017-02-18 03:00:00,4.3,0.0,6.9,99,100
2017-02-18 04:00:00,4.9,0.0,6.4,100,100
2017-02-18 05:00:00,5.3,0.0,6.8,99,100
2017-02-18 06:00:00,5.1,0.0,5.4,98,100
2017-02-18 07:00:00,4.8,0.0,4.5,98,100
2017-02-18 08:00:00,4.7,0.0,3.3,98,100
2017-02-18 09:00:00,5.3,0.0,4.5,95,61
2017-02-18 10:00:00,6.3,0.0,4.3,90,28
2017-02-18 11:00:00,8.2,0.0,9.1,82,53
2017-02-18 12:00:00,10.3,0.0,12.9,72,51
2017-02-18 13:00:00,10.6,0.0,16.4,77,77
2017-02-18 14:00:00,11.4,0.0,15.9,70,100
2017-02-18 15:00:00,11.6,0.0,15.0,68,100
2017-02-18 16:00:00,11.6,0.0,14.1,67,26
2017-02-18 17:00:00,10.8,0.0,11.8,73,25
2017-02-18 18:00:00,8.2,0.0,8.3,83,60
2017-02-18 19:00:00,6.8,0.0,10.3,89,26
2017-02-18 20:00:00,6.2,0.0,12.2,93,26
2017-02-18 21:00:00,5.5,0.0,13.0,93,0
2017-02-18 22:00:00,5.1,0.0,12.2,93,0
2017-02-18 23:00:00,4.8,0.0,11.5,92,0
2017-02-19 00:00:00,4.4,0.0,10.5,93,0
2017-02-19 01:00:00,3.8,0.0,10.4,93,0
2017-02-19 02:00:00,3.7,0.0,11.8,93,0
2017-02-19 03:00:00,3.6,0.0,11.4,93,0
2017-02-19 04:00:00,3.8,0.0,12.2,93,0
2017-02-19 05:00:00,3.6,0.0,12.1,94,4
2017-02-19 06:00:00,3.8,0.0,11.8,94,99
2017-02-19 07:00:00,4.6,0.0,10.2,95,85
2017-02-19 08:00:00,5.2,0.0,12.6,95,55
2017-02-19 09:00:00,5.3,0.0,13.7,96,78
2017-02-19 10:00:00,7.0,0.0,14.0,92,100
2017-02-19 11:00:00,8.1,0.0,17.1,87,100
2017-02-19 12:00:00,8.6,0.0,15.9,84,100
2017-02-19 13:00:00,9.6,0.0,13.3,80,100
2017-02-19 14:00:00,10.2,0.0,13.4,78,100
2017-02-19 15:00:00,10.6,0.0,13.6,77,100
2017-02-19 16:00:00,10.7,0.0,12.1,77,99
2017-02-19 17:00:00,10.6,0.0,12.5,78,97
2017-02-19 18:00:00,9.9,0.0,12.6,82,100
2017-02-19 19:00:00,9.4,0.0,12.8,86,100
2017-02-19 20:00:00,9.3,0.0,12.1,87,100
2017-02-19 21:00:00,9.1,0.0,11.8,88,100
2017-02-19 22:00:00,9.1,0.0,11.0,88,100
2017-02-19 23:00:00,9.1,0.0,11.4,89,100
2017-02-20 00:00:00,8.9,0.0,12.2,92,100
2017-02-20 01:00:00,9.6,0.0,14.4,90,100
2017-02-20 02:00:00,9.6,0.0,15.3,93,100
2017-02-20 03:00:00,9.4,0.0,15.5,95,100
2017-02-20 04:00:00,9.4,0.0,15.0,96,100
2017-02-20 05:00:00,9.4,0.0,15.0,96,100
2017-02-20 06:00:00,9.6,0.0,14.8,97,100
2017-02-20 07:00:00,9.9,0.0,14.8,97,100
2017-02-20 08:00:00,10.1,0.0,13.7,96,100
2017-02-20 09:00:00,10.4,0.0,14.8,95,100
2017-02-20 10:00:00,11.1,0.0,16.7,92,92
2017-02-20 11:00:00,12.2,0.0,22.1,85,100
2017-02-20 12:00:00,12.5,0.0,20.9,83,100
2017-02-20 13:00:00,14.3,0.0,21.4,79,100
2017-02-20 14:00:00,15.9,0.0,26.8,74,100
2017-02-20 15:00:00,15.4,0.0,24.0,78,57
2017-02-20 16:00:00,14.9,0.0,25.1,79,94
2017-02-20 17:00:00,13.9,0.0,24.5,82,100
2017-02-20 18:00:00,12.9,0.0,20.5,85,97
2017-02-20 19:00:00,11.6,0.0,18.5,90,100
2017-02-20 20:00:00,11.6,0.0,19.7,89,100
2017-02-20 21:00:00,11.6,0.0,20.1,89,100
2017-02-20 22:00:00,11.6,0.0,20.0,88,100
2017-02-20 23:00:00,11.6,0.0,19.2,88,100
2017-02-21 00:00:00,10.9,0.0,17.9,90,100
2017-02-21 01:00:00,10.2,0.0,19.1,92,100
2017-02-21 02:00:00,10.4,0.0,21.6,91,100
2017-02-21 03:00:00,10.1,0.0,21.5,91,99
2017-02-21 04:00:00,10.1,0.0,18.8,90,100
2017-02-21 05:00:00,10.1,0.2,15.3,91,100
2017-02-21 06:00:00,10.0,0.5,15.0,94,100
2017-02-21 07:00:00,9.9,0.3,14.7,95,100
2017-02-21 08:00:00,10.1,0.0,16.1,94,100
2017-02-21 09:00:00,10.2,0.0,16.0,93,100
2017-02-21 10:00:00,10.4,0.0,15.8,94,100
2017-02-21 11:00:00,11.2,0.0,19.7,90,100
2017-02-21 12:00:00,12.0,0.0,18.7,87,100
2017-02-21 13:00:00,11.6,0.0,19.4,89,100
2017-02-21 14:00:00,11.9,0.0,20.5,87,100
2017-02-21 15:00:00,12.4,0.0,23.5,84,100
2017-02-21 16:00:00,12.0,0.0,19.7,86,100
2017-02-21 17:00:00,12.2,0.0,25.5,84,100
2017-02-21 18:00:00,11.8,0.0,25.1,85,100
2017-02-21 19:00:00,11.6,0.0,24.1,85,100
2017-02-21 20:00:00,11.4,0.0,25.2,85,100
2017-02-21 21:00:00,11.2,0.0,25.8,85,100
2017-02-21 22:00:00,11.0,0.0,27.1,81,100
2017-02-21 23:00:00,10.7,0.0,27.5,81,100
2017-02-22 00:00:00,10.8,0.0,27.4,79,100
2017-02-22 01:00:00,11.1,0.0,28.2,75,100
2017-02-22 02:00:00,10.7,0.0,28.7,79,100
2017-02-22 03:00:00,11.2,0.0,32.2,78,100
2017-02-22 04:00:00,11.2,0.0,32.9,79,100
2017-02-22 05:00:00,11.1,0.0,32.3,80,100
2017-02-22 06:00:00,11.2,0.0,30.6,80,100
2017-02-22 07:00:00,11.2,0.0,29.7,80,100
2017-02-22 08:00:00,11.2,0.0,28.8,81,100
2017-02-22 09:00:00,11.4,0.0,27.5,82,100
2017-02-22 10:00:00,11.8,0.0,26.1,81,100
2017-02-22 11:00:00,12.2,0.0,27.6,80,100
2017-02-22 12:00:00,13.2,0.0,30.0,73,100
2017-02-22 13:00:00,12.3,0.0,28.8,82,100
2017-02-22 14:00:00,12.5,0.1,29.5,82,100
2017-02-22 15:00:00,12.1,0.1,26.5,83,100
2017-02-22 16:00:00,12.3,0.2,29.7,82,100
2017-02-22 17:00:00,12.2,0.1,28.0,80,100
2017-02-22 18:00:00,12.0,0.0,26.7,81,100
2017-02-22 19:00:00,11.6,0.0,23.3,84,100
2017-02-22 20:00:00,11.6,0.0,24.8,85,100
2017-02-22 21:00:00,11.4,0.0,26.2,87,100
2017-02-22 22:00:00,11.4,0.0,25.0,87,100
2017-02-22 23:00:00,11.4,0.0,24.7,86,100
2017-02-23 00:00:00,11.1,0.0,25.3,88,100
2017-02-23 01:00:00,10.6,0.0,26.7,88,100
2017-02-23 02:00:00,10.9,0.0,31.1,86,100
2017-02-23 03:00:00,10.4,0.0,32.4,90,100
2017-02-23 04:00:00,10.2,0.0,32.6,90,100
2017-02-23 05:00:00,10.2,0.1,33.3,90,100
2017-02-23 06:00:00,10.2,0.0,34.4,86,100
2017-02-23 07:00:00,10.1,0.0,35.4,90,100
2017-02-23 08:00:00,10.1,0.0,35.9,85,100
2017-02-23 09:00:00,10.6,0.3,40.2,82,100
2017-02-23 10:00:00,9.7,0.8,40.8,76,14
2017-02-23 11:00:00,10.1,0.0,42.3,65,13
2017-02-23 12:00:00,10.4,0.0,53.3,61,33
2017-02-23 13:00:00,9.8,0.0,49.3,61,83
2017-02-23 14:00:00,10.1,0.2,53.4,57,51
2017-02-23 15:00:00,10.1,0.2,49.5,55,37
2017-02-23 16:00:00,9.2,0.3,45.4,60,51
2017-02-23 17:00:00,8.8,0.0,47.4,57,44
2017-02-23 18:00:00,8.2,0.0,41.4,57,27
2017-02-23 19:00:00,7.4,0.0,37.0,60,36
2017-02-23 20:00:00,6.7,0.0,31.0,66,21
2017-02-23 21:00:00,6.2,0.0,27.8,68,0
2017-02-23 22:00:00,5.7,0.0,23.7,71,12
2017-02-23 23:00:00,5.2,0.0,21.6,74,28
2017-02-24 00:00:00,5.1,0.0,20.5,75,34
2017-02-24 01:00:00,5.0,0.0,17.9,76,39
2017-02-24 02:00:00,4.8,0.0,17.6,75,23
2017-02-24 03:00:00,4.6,0.0,18.9,73,53
2017-02-24 04:00:00,4.3,0.0,16.6,74,10
2017-02-24 05:00:00,3.2,0.0,14.6,79,11
2017-02-24 06:00:00,2.8,0.0,14.6,80,8
2017-02-24 07:00:00,2.5,0.0,13.7,81,62
2017-02-24 08:00:00,1.9,0.0,12.7,84,88
2017-02-24 09:00:00,3.2,0.0,15.1,79,72
2017-02-24 10:00:00,4.6,0.0,16.4,74,57
2017-02-24 11:00:00,5.9,0.0,22.1,65,73
2017-02-24 12:00:00,7.1,0.0,22.4,57,88
2017-02-24 13:00:00,7.8,0.0,18.4,55,74
2017-02-24 14:00:00,8.1,0.0,17.4,53,85
2017-02-24 15:00:00,8.4,0.0,16.3,51,95
2017-02-24 16:00:00,8.4,0.0,15.3,50,99
2017-02-24 17:00:00,7.9,0.0,11.8,55,96
2017-02-24 18:00:00,7.1,0.0,5.4,64,78
2017-02-24 19:00:00,5.3,0.0,6.8,73,99
2017-02-24 20:00:00,4.4,0.0,7.3,75,93
2017-02-24 21:00:00,3.8,0.0,8.6,74,94
2017-02-24 22:00:00,3.9,0.0,9.6,73,97
2017-02-24 23:00:00,4.0,0.0,10.2,73,100
2017-02-25 00:00:00,4.4,0.0,11.1,72,97
2017-02-25 01:00:00,4.6,0.0,14.3,77,100
2017-02-25 02:00:00,5.5,0.0,17.6,73,100
2017-02-25 03:00:00,6.1,0.0,18.8,79,99
2017-02-25 04:00:00,6.5,0.0,19.4,82,100
2017-02-25 05:00:00,6.7,0.0,20.2,83,100
2017-02-25 06:00:00,7.1,0.0,21.5,82,100
2017-02-25 07:00:00,7.5,0.0,21.7,82,87
2017-02-25 08:00:00,7.7,0.0,23.6,84,100
2017-02-25 09:00:00,8.2,0.0,25.1,84,100
2017-02-25 10:00:00,8.8,0.0,28.2,80,100
2017-02-25 11:00:00,9.4,0.0,33.8,78,100
2017-02-25 12:00:00,10.1,0.1,36.2,72,100
2017-02-25 13:00:00,10.2,0.1,31.8,75,100
2017-02-25 14:00:00,9.9,0.0,30.2,79,100
2017-02-25 15:00:00,9.8,0.1,30.8,80,100
2017-02-25 16:00:00,9.7,0.0,29.6,80,100
2017-02-25 17:00:00,9.3,0.4,28.8,83,100
2017-02-25 18:00:00,8.8,0.2,27.5,87,100
2017-02-25 19:00:00,8.9,0.0,29.7,86,100
2017-02-25 20:00:00,8.9,0.2,29.7,86,100
2017-02-25 21:00:00,8.7,0.4,28.9,88,100
2017-02-25 22:00:00,8.8,0.2,27.2,88,100
2017-02-25 23:00:00,8.9,0.1,27.8,86,100
2017-02-26 00:00:00,9.0,0.0,26.4,87,100
2017-02-26 01:00:00,9.0,0.0,25.6,86,100
2017-02-26 02:00:00,9.4,0.0,28.8,86,99
2017-02-26 03:00:00,9.6,0.0,25.5,87,100
2017-02-26 04:00:00,9.8,0.0,23.4,89,100
2017-02-26 05:00:00,9.9,0.0,23.4,90,100
2017-02-26 06:00:00,10.1,0.0,22.9,91,100
2017-02-26 07:00:00,10.1,0.0,19.6,92,100
2017-02-26 08:00:00,9.9,0.0,16.6,93,100
2017-02-26 09:00:00,10.4,0.0,15.5,90,100
2017-02-26 10:00:00,10.9,0.1,19.6,86,100
2017-02-26 11:00:00,11.2,0.1,23.2,85,87
2017-02-26 12:00:00,11.8,0.0,25.5,73,80
2017-02-26 13:00:00,11.2,0.0,29.3,71,100
2017-02-26 14:00:00,11.2,0.0,33.4,68,100
2017-02-26 15:00:00,11.4,0.0,34.9,68,100
2017-02-26 16:00:00,10.5,0.0,34.7,75,100
2017-02-26 17:00:00,10.6,0.0,35.0,73,98
2017-02-26 18:00:00,10.1,0.0,33.8,77,99
2017-02-26 19:00:00,10.1,0.0,33.8,78,92
2017-02-26 20:00:00,10.0,0.0,32.7,79,92
2017-02-26 21:00:00,10.2,0.0,32.1,80,100
2017-02-26 22:00:00,10.3,0.0,30.4,80,100
2017-02-26 23:00:00,10.1,0.4,31.4,84,100
2017-02-27 00:00:00,9.6,0.5,27.9,90,100
2017-02-27 01:00:00,9.6,0.8,23.2,88,100
2017-02-27 02:00:00,9.1,1.0,20.9,92,100
2017-02-27 03:00:00,8.8,1.4,18.0,87,100
2017-02-27 04:00:00,8.4,1.8,22.9,84,99
2017-02-27 05:00:00,7.9,0.7,20.1,85,99
2017-02-27 06:00:00,7.7,0.0,19.0,85,100
2017-02-27 07:00:00,7.8,0.3,19.8,86,100
2017-02-27 08:00:00,7.8,0.0,20.2,88,100
2017-02-27 09:00:00,8.0,0.2,25.0,89,100
2017-02-27 10:00:00,8.1,0.0,23.4,88,98
2017-02-27 11:00:00,9.0,0.1,24.7,81,99
2017-02-27 12:00:00,9.1,0.2,28.5,79,100
2017-02-27 13:00:00,9.0,0.7,24.0,82,94
2017-02-27 14:00:00,7.7,1.7,26.5,81,100
2017-02-27 15:00:00,6.2,1.3,24.6,88,100
2017-02-27 16:00:00,6.7,0.3,26.1,83,96
2017-02-27 17:00:00,6.6,0.0,29.2,80,89
2017-02-27 18:00:00,5.8,0.2,26.5,79,74
2017-02-27 19:00:00,5.0,0.0,21.5,80,25
2017-02-27 20:00:00,4.3,0.0,18.1,79,91
2017-02-27 21:00:00,4.1,0.0,16.9,79,91
2017-02-27 22:00:00,3.5,0.0,17.4,81,92
2017-02-27 23:00:00,3.2,0.0,18.1,84,26
2017-02-28 00:00:00,3.0,0.0,17.4,84,58
2017-02-28 01:00:00,2.3,0.0,13.2,85,88
2017-02-28 02:00:00,2.1,0.0,13.1,85,90
2017-02-28 03:00:00,2.3,0.0,15.0,86,65
2017-02-28 04:00:00,2.0,0.0,16.6,87,82
2017-02-28 05:00:00,1.8,0.0,18.2,88,70
2017-02-28 06:00:00,1.1,0.0,14.7,91,75
2017-02-28 07:00:00,0.6,0.0,12.2,93,72
2017-02-28 08:00:00,0.3,0.0,12.5,93,47
2017-02-28 09:00:00,1.7,0.0,14.4,89,0
2017-02-28 10:00:00,3.3,0.0,15.0,84,6
2017-02-28 11:00:00,4.8,0.0,16.2,78,10
2017-02-28 12:00:00,6.2,0.0,17.9,68,28
2017-02-28 13:00:00,7.0,0.1,21.3,60,96
2017-02-28 14:00:00,6.3,0.3,25.0,65,100
2017-02-28 15:00:00,6.8,0.0,23.8,61,100
2017-02-28 16:00:00,5.8,0.7,23.5,68,100
2017-02-28 17:00:00,4.8,1.3,20.7,84,98
2017-02-28 18:00:00,5.3,0.0,20.1,82,55
2017-02-28 19:00:00,4.8,0.0,18.5,84,98
2017-02-28 20:00:00,4.7,0.4,21.0,84,99
2017-02-28 21:00:00,5.1,0.7,22.4,83,89
2017-02-28 22:00:00,5.9,0.2,27.3,82,66
2017-02-28 23:00:00,6.5,0.0,29.1,79,52
2017-03-01 00:00:00,5.8,0.0,26.6,80,64
